probe	id	pvalue	symbol	group
2558	A_33_P3379356	0.02986	ESR1	GSE74341_LOvsAT
2561	A_33_P3346098	0.0052	TAOK2	GSE74341_LOvsAT
2580	A_33_P3416231	0.004	HOXA9	GSE74341_LOvsAT
2593	A_21_P0011381	0.03284	GOLGA6L10	GSE74341_LOvsAT
2603	A_23_P218086	0.02993	TPCN1	GSE74341_LOvsAT
2604	A_23_P209288	0.00017	CUL3	GSE74341_LOvsAT
2609	A_32_P84369	0.00047	FAM153B	GSE74341_LOvsAT
2626	A_33_P3229863	0.00127	LOC100128714	GSE74341_LOvsAT
2632	A_33_P3239287	0.01148	CHD3	GSE74341_LOvsAT
2633	A_33_P3260733	0.01689	GHR	GSE74341_LOvsAT
2637	A_32_P54544	0.0085	CCT6A	GSE74341_LOvsAT
2638	A_24_P127748	0.00801	CLASP2	GSE74341_LOvsAT
2642	A_19_P00315868	0.03075	XLOC_010390	GSE74341_LOvsAT
2659	A_33_P3291329	0.04805		GSE74341_LOvsAT
2668	A_32_P96807	0.00077	RC3H1	GSE74341_LOvsAT
2681	A_23_P29939	0.03572	SNCA	GSE74341_LOvsAT
2684	A_23_P107116	0.00789	RNF112	GSE74341_LOvsAT
2685	A_33_P3420380	0.01596	ITIH5	GSE74341_LOvsAT
2698	A_33_P3218531	0.00021		GSE74341_LOvsAT
2707	A_33_P3379556	0.04782	C10orf71	GSE74341_LOvsAT
2708	A_33_P3262416	0.00132	ATPBD4	GSE74341_LOvsAT
2712	A_23_P255153	0.02845	RBMX2	GSE74341_LOvsAT
2713	A_23_P121141	0.03737	ASTE1	GSE74341_LOvsAT
2729	A_23_P114826	0.01625	MRPS15	GSE74341_LOvsAT
2745	A_23_P104798	5e-04	IL18	GSE74341_LOvsAT
2758	A_23_P72068	0.02175	GMDS	GSE74341_LOvsAT
2766	A_33_P3354181	0.00081	KCMF1	GSE74341_LOvsAT
2784	A_24_P59494	0.0081	PARP11	GSE74341_LOvsAT
2785	A_33_P3388501	0.00258	CHIT1	GSE74341_LOvsAT
2790	A_23_P253484	0.04689	AADAT	GSE74341_LOvsAT
2794	A_23_P24375	0.00402	OTUB1	GSE74341_LOvsAT
2795	A_23_P1014	0.02275	LINC00467	GSE74341_LOvsAT
2797	A_21_P0014730	0.03171	LOC100505932	GSE74341_LOvsAT
2800	A_24_P187651	0.03302	CLN3	GSE74341_LOvsAT
2804	A_33_P3213792	3e-05	KCNK4	GSE74341_LOvsAT
2813	A_23_P422071	0.0295	B3GALT4	GSE74341_LOvsAT
2823	A_24_P648176	0.01249	LYRM5	GSE74341_LOvsAT
2839	A_23_P102331	0.03151	SCN7A	GSE74341_LOvsAT
2841	A_23_P315836	0.00061	BAIAP2	GSE74341_LOvsAT
2844	A_23_P100602	0.03672	TBCD	GSE74341_LOvsAT
2863	A_24_P542375	0.02679	PTMA	GSE74341_LOvsAT
2872	A_23_P116512	0.03721	PRR5L	GSE74341_LOvsAT
2873	A_23_P217737	0.03382	ATP7A	GSE74341_LOvsAT
2878	A_23_P86216	0.01631	PSMA5	GSE74341_LOvsAT
2889	A_33_P3211473	0.02175	XPO7	GSE74341_LOvsAT
2895	A_23_P341325	0.00087	RPL10L	GSE74341_LOvsAT
2896	A_23_P116280	0	WT1	GSE74341_LOvsAT
2897	A_21_P0002768	0.00208	XLOC_002802	GSE74341_LOvsAT
2899	A_23_P207003	0.0092	SEPT4	GSE74341_LOvsAT
2904	A_23_P70127	1e-05	TMED9	GSE74341_LOvsAT
2906	A_33_P3287922	0.02929	TTI1	GSE74341_LOvsAT
2913	A_23_P41948	0.00623	CCDC99	GSE74341_LOvsAT
2920	A_23_P114826	0.01441	MRPS15	GSE74341_LOvsAT
