A	Coef.EOvsC	Coef.LOvsC	t.EOvsC	t.LOvsC	p.value.EOvsC	p.value.LOvsC	p.value.adj.EOvsC	p.value.adj.LOvsC	F	F.p.value	Res.EOvsC	Res.LOvsC	Genes.ProbeID	Genes.EntrezGeneID	Genes.GeneSymbol
-0.24	-0.582	-0.206	-3.1	-1.1	0.00822	0.29288	0.18508	0.834764	5.1	0.02273	0	0	NA	NA	NA
-0.06	-0.198	-0.167	-1.4	-1.18	0.18589	0.2605	0.536317	0.818228	1.09	0.3648	0	0	NA	NA	NA
0.12	0.117	0.22	0.72	1.35	0.48364	0.19903	0.772884	0.789372	0.91	0.42462	0	0	NA	NA	NA
-0.02	0.341	0.522	1.14	1.75	0.27347	0.10286	0.62056	0.738112	1.55	0.2473	0	0	NA	NA	NA
-0.18	-0.052	-0.097	-0.39	-0.72	0.70572	0.48456	0.892765	0.90492	0.26	0.77589	0	0	NA	NA	NA
0.02	-0.246	0.008	-2.75	0.09	0.01638	0.93347	0.229009	0.990789	5.65	0.01679	0	0	NA	NA	NA
-0.29	-0.423	-0.35	-1.01	-0.83	0.33077	0.41906	0.666639	0.883512	0.56	0.58225	0	0	NA	NA	NA
-0.04	-0.286	-0.205	-2.01	-1.44	0.0647	0.17211	0.363339	0.773786	2.1	0.16071	0	0	NA	NA	NA
-0.79	-0.716	0.058	-2.34	0.19	0.03555	0.85359	0.291701	0.978542	4.34	0.0355	0	0	NA	NA	NA
-0.13	-0.423	-0.089	-2.84	-0.6	0.01362	0.5609	0.216795	0.920425	4.74	0.02799	0	0	NA	NA	NA
0.09	0.545	0.553	1.39	1.41	0.18803	0.18275	0.538562	0.7797	1.25	0.31694	0	0	NA	NA	NA
0.33	0.386	0.585	1.48	2.24	0.16263	0.04259	0.510832	0.671315	2.55	0.11525	0	0	NA	NA	NA
0.16	0.007	0.189	0.04	1.23	0.96647	0.24153	0.990455	0.809267	1.05	0.37857	0	0	NA	NA	NA
-0.4	-0.64	0.144	-1.89	0.43	0.0802	0.67734	0.393111	0.9474	3.37	0.06538	0	0	NA	NA	NA
-0.21	-1.264	-1.229	-1.57	-1.52	0.14108	0.15155	0.483039	0.765202	1.53	0.25191	0	0	NA	NA	NA
-0.03	-0.014	-0.001	-0.13	-0.01	0.90152	0.98981	0.968296	0.999143	0.01	0.98975	0	0	NA	NA	NA
-0.35	0.044	0.864	0.09	1.76	0.92989	0.10079	0.978106	0.736927	2.13	0.15789	0	0	NA	NA	NA
0.03	0.453	0.459	1.11	1.12	0.28699	0.28095	0.630981	0.830413	0.8	0.46916	0	0	NA	NA	NA
0.03	-0.305	-0.217	-1.14	-0.81	0.27479	0.43077	0.621691	0.887865	0.67	0.52715	0	0	NA	NA	NA
-0.06	-0.003	0.016	-0.03	0.19	0.97551	0.85514	0.993639	0.978637	0.03	0.97008	0	0	NA	NA	NA
0.02	0.138	0.204	0.73	1.07	0.47966	0.3028	0.769712	0.839091	0.59	0.5697	0	0	NA	NA	NA
-0.66	-0.258	0.414	-0.91	1.45	0.38107	0.16936	0.703857	0.772431	3.18	0.07443	0	0	NA	NA	NA
0.03	-0.45	-0.264	-2.03	-1.19	0.06305	0.25385	0.359926	0.816193	2.06	0.16618	0	0	NA	NA	NA
-0.29	-0.252	-0.148	-2.11	-1.24	0.05456	0.23775	0.342337	0.806801	2.23	0.14674	0	0	NA	NA	NA
0.09	0.397	0.401	0.98	0.99	0.34597	0.34193	0.678691	0.853467	0.62	0.55322	0	0	NA	NA	NA
0.06	0.036	0.03	0.37	0.3	0.71931	0.76775	0.899097	0.964478	0.07	0.92881	0	0	NA	NA	NA
-0.24	0.052	0.483	0.24	2.24	0.81438	0.04295	0.938181	0.672207	3.23	0.07177	0	0	NA	NA	NA
0.2	-0.295	0.082	-1.81	0.5	0.09247	0.62422	0.415352	0.935546	3.29	0.06909	0	0	NA	NA	NA
0.01	-0.014	0.027	-0.15	0.29	0.88598	0.77304	0.963094	0.965166	0.11	0.89427	0	0	NA	NA	NA
0.15	-0.144	-0.075	-1.36	-0.71	0.19566	0.49005	0.546465	0.906238	0.93	0.41881	0	0	NA	NA	NA
0.21	0.136	0.295	0.72	1.56	0.48274	0.14125	0.772244	0.760403	1.24	0.32105	0	0	NA	NA	NA
-0.08	0.124	0.241	0.29	0.56	0.77599	0.58359	0.923684	0.92697	0.16	0.85529	0	0	NA	NA	NA
-0.04	0.075	0.083	0.61	0.67	0.55332	0.51362	0.815425	0.911707	0.27	0.77096	0	0	NA	NA	NA
0.19	-0.073	-0.074	-0.49	-0.5	0.62926	0.62463	0.853621	0.935546	0.16	0.85446	0	0	NA	NA	NA
0.2	0.047	0.217	0.35	1.6	0.73515	0.13268	0.906963	0.759133	1.5	0.25914	0	0	NA	NA	NA
0.31	0.267	0.281	1.07	1.13	0.30272	0.27867	0.644171	0.828889	0.78	0.47792	0	0	NA	NA	NA
-0.06	-0.18	-0.16	-1.56	-1.38	0.14263	0.18961	0.485201	0.782872	1.41	0.279	0	0	NA	NA	NA
0.21	0.591	0.466	1.01	0.8	0.32885	0.43812	0.665264	0.889804	0.55	0.5873	0	0	NA	NA	NA
0.11	-0.069	-0.001	-0.43	-0.01	0.67305	0.99326	0.876728	0.999256	0.13	0.87773	0	0	NA	NA	NA
0.54	0.689	0.627	3.18	2.9	0.00709	0.01229	0.175193	0.581456	5.97	0.01411	0	0	NA	NA	NA
0.2	0.062	0.196	0.42	1.34	0.67813	0.20402	0.879169	0.791359	0.97	0.40602	0	0	NA	NA	NA
-0.31	0.147	0.29	0.67	1.32	0.51613	0.20967	0.793295	0.793738	0.87	0.44069	0	0	NA	NA	NA
0.01	-0.061	0.029	-0.71	0.34	0.48976	0.74278	0.777336	0.960634	0.64	0.54406	0	0	NA	NA	NA
0.12	-0.263	0.14	-0.74	0.39	0.47287	0.70151	0.765956	0.952229	0.74	0.49657	0	0	NA	NA	NA
0.05	0.251	0.45	0.51	0.91	0.61956	0.37809	0.848458	0.867492	0.42	0.66814	0	0	NA	NA	NA
-0.12	0.009	0.152	0.05	0.89	0.96009	0.38771	0.988505	0.871209	0.54	0.59386	0	0	NA	NA	NA
-0.03	-0.232	-0.162	-1.78	-1.24	0.0983	0.23556	0.425329	0.805312	1.63	0.23325	0	0	NA	NA	NA
0	-0.443	0.048	-1.46	0.16	0.1664	0.87672	0.515059	0.982873	1.75	0.21077	0	0	NA	NA	NA
0.05	-0.231	-0.153	-2.36	-1.57	0.03388	0.141	0.287506	0.760344	2.84	0.09386	0	0	NA	NA	NA
0.01	0.144	0.075	0.75	0.39	0.46564	0.70137	0.761561	0.952229	0.28	0.75824	0	0	NA	NA	NA
-0.04	0.028	-0.007	0.23	-0.06	0.8208	0.95649	0.940873	0.99427	0.05	0.95031	0	0	NA	NA	NA
0.05	0.097	0.214	0.23	0.5	0.82347	0.62453	0.941904	0.935546	0.13	0.88145	0	0	NA	NA	NA
-0.38	-0.601	-0.256	-2.3	-0.98	0.03811	0.34478	0.298628	0.854356	2.71	0.10267	0	0	NA	NA	NA
0.13	0.142	0.093	0.71	0.47	0.4884	0.64684	0.7763	0.941689	0.26	0.77655	0	0	NA	NA	NA
0.25	0.482	0.318	1.83	1.21	0.08913	0.24722	0.408052	0.8127	1.71	0.21862	0	0	NA	NA	NA
-0.04	0.039	0.167	0.28	1.19	0.78676	0.25637	0.927482	0.816374	0.81	0.4659	0	0	NA	NA	NA
0.24	0.317	0.057	2.91	0.53	0.01185	0.60696	0.2085	0.932168	5.11	0.02261	0	0	NA	NA	NA
-0.13	-0.358	-0.059	-1.68	-0.28	0.11553	0.78714	0.452012	0.967289	1.73	0.21443	0	0	NA	NA	NA
0.37	0.83	1.231	1.99	2.95	0.06785	0.0111	0.37083	0.57661	4.43	0.0335	0	0	NA	NA	NA
-0.03	-0.038	0.014	-0.39	0.14	0.70461	0.89016	0.892171	0.985051	0.17	0.84821	0	0	NA	NA	NA
0.31	0.293	0.256	1.6	1.39	0.13362	0.18601	0.474402	0.780642	1.46	0.26671	0	0	NA	NA	NA
-0.06	-0.048	0.203	-0.25	1.04	0.80996	0.31528	0.936927	0.842414	1.04	0.38154	0	0	NA	NA	NA
0.07	-0.401	-0.055	-2.14	-0.29	0.05164	0.77568	0.335777	0.965257	2.87	0.0922	0	0	NA	NA	NA
-0.09	-0.29	-0.438	-0.77	-1.17	0.45319	0.26368	0.754475	0.81981	0.69	0.51761	0	0	NA	NA	NA
0.01	0.351	-0.016	1.79	-0.08	0.09608	0.93443	0.421819	0.990789	2.45	0.12462	0	0	NA	NA	NA
-0.03	0.011	0.416	0.03	1.08	0.97845	0.29814	0.994375	0.836852	0.82	0.45964	0	0	NA	NA	NA
0.04	0.041	-0.016	0.5	-0.2	0.6238	0.84265	0.850695	0.976978	0.29	0.75025	0	0	NA	NA	NA
-0.06	-0.32	0.035	-2.02	0.22	0.06355	0.82854	0.361323	0.974994	3.36	0.06605	0	0	NA	NA	NA
-0.07	-0.087	-0.075	-0.86	-0.74	0.40771	0.47434	0.723454	0.901818	0.41	0.66867	0	0	NA	NA	NA
-0.17	-0.139	-0.231	-0.59	-0.98	0.56582	0.34432	0.820495	0.854356	0.48	0.62783	0	0	NA	NA	NA
-0.06	-0.179	-0.202	-1.9	-2.15	0.07969	0.05078	0.392306	0.691803	2.66	0.10642	0	0	NA	NA	NA
-0.23	0.228	0.143	0.69	0.43	0.50158	0.67055	0.784675	0.946066	0.24	0.78958	0	0	NA	NA	NA
0.11	0.423	-0.04	1.53	-0.14	0.14909	0.88699	0.492779	0.984405	1.89	0.18953	0	0	NA	NA	NA
-0.08	0.296	-0.057	2.08	-0.4	0.05741	0.69377	0.347504	0.950277	3.92	0.04594	0	0	NA	NA	NA
-0.47	-0.075	-0.106	-0.19	-0.26	0.85401	0.79511	0.952962	0.968137	0.04	0.96446	0	0	NA	NA	NA
-0.05	0.19	0.011	1.26	0.08	0.22904	0.94083	0.580292	0.991706	1.08	0.36847	0	0	NA	NA	NA
0.1	0.111	0.028	0.6	0.15	0.55867	0.88248	0.817036	0.983862	0.2	0.81794	0	0	NA	NA	NA
0.35	-0.38	-0.908	-0.43	-1.03	0.6724	0.31984	0.876562	0.844983	0.55	0.59033	0	0	NA	NA	NA
-0.05	0.075	-0.86	0.12	-1.43	0.9032	0.17639	0.968955	0.77693	1.63	0.23315	0	0	NA	NA	NA
-0.18	0.219	-0.672	0.76	-2.32	0.46165	0.03653	0.759678	0.659261	5.74	0.01597	0	0	NA	NA	NA
0.04	0.912	0.258	4.21	1.19	0.00098	0.25484	0.086419	0.816331	9.81	0.00242	0	0	NA	NA	NA
0.16	0.454	-0.422	1.85	-1.72	0.0872	0.10932	0.404123	0.743692	7.14	0.00783	0	0	NA	NA	NA
-0.19	-0.348	-0.255	-3	-2.2	0.01002	0.04645	0.197316	0.679585	4.7	0.02855	0	0	NA	NA	NA
-0.04	-0.254	0.255	-0.63	0.63	0.5397	0.53928	0.807599	0.91565	0.89	0.43282	0	0	NA	NA	NA
0.02	0.588	-0.107	1.07	-0.19	0.30357	0.84847	0.645065	0.978035	1.02	0.38604	0	0	NA	NA	NA
-0.11	0.06	0.215	0.48	1.73	0.63803	0.10712	0.858798	0.741214	1.66	0.22743	0	0	NA	NA	NA
-0.06	-0.044	-0.114	-0.33	-0.85	0.74719	0.40802	0.91175	0.879996	0.38	0.69084	0	0	NA	NA	NA
0.47	0.334	0.024	1.84	0.13	0.08819	0.89728	0.405782	0.985672	2.27	0.14222	0	0	NA	NA	NA
0.36	0.738	0.276	2.13	0.8	0.05223	0.43978	0.336924	0.890276	2.38	0.13066	0	0	NA	NA	NA
0	0.39	0.204	2.13	1.11	0.05278	0.28651	0.33824	0.832039	2.26	0.14252	0	0	NA	NA	NA
-0.3	0.37	0.217	1.67	0.98	0.11738	0.3433	0.45451	0.853847	1.4	0.27977	0	0	NA	NA	NA
0.08	0.247	0.192	0.94	0.73	0.36333	0.47641	0.692426	0.902249	0.47	0.6321	0	0	NA	NA	NA
-0.15	-0.321	-0.124	-1.31	-0.51	0.21259	0.6217	0.561823	0.93508	0.89	0.43263	0	0	NA	NA	NA
-0.06	-0.329	-0.317	-1.31	-1.26	0.21351	0.22964	0.562788	0.802213	1.06	0.37423	0	0	NA	NA	NA
-0.17	0.661	0.596	3.13	2.82	0.00779	0.0141	0.180581	0.583794	5.75	0.01588	0	0	NA	NA	NA
-0.08	0.44	0.204	2.39	1.11	0.03245	0.28741	0.283338	0.832661	2.89	0.09106	0	0	NA	NA	NA
-0.27	0.093	-0.03	0.7	-0.23	0.4935	0.82144	0.779188	0.973958	0.53	0.60211	0	0	NA	NA	NA
-0.05	-0.036	0.004	-0.28	0.03	0.7852	0.97401	0.927126	0.996618	0.06	0.93814	0	0	NA	NA	NA
0.02	0.46	0.172	1.44	0.54	0.17342	0.5995	0.522475	0.930841	1.08	0.36635	0	0	NA	NA	NA
-0.34	0.064	0	0.3	0	0.77116	0.99844	0.921259	0.999808	0.06	0.93898	0	0	NA	NA	NA
-0.18	0.329	0.564	1.41	2.41	0.18232	0.03113	0.532248	0.649324	2.91	0.08969	0	0	NA	NA	NA
0.27	0.328	0.216	1.46	0.96	0.16765	0.35427	0.516066	0.857283	1.08	0.36724	0	0	NA	NA	NA
0.01	0.189	0.094	0.48	0.24	0.6377	0.8138	0.858644	0.972615	0.12	0.89078	0	0	NA	NA	NA
-0.1	-0.175	-0.096	-1.74	-0.96	0.10476	0.35431	0.436879	0.857283	1.52	0.2553	0	0	NA	NA	NA
0.04	0.082	-0.062	0.5	-0.38	0.62409	0.70892	0.850695	0.954048	0.44	0.65246	0	0	NA	NA	NA
-0.03	0.009	0.002	0.08	0.01	0.93725	0.98927	0.980597	0.999139	0	0.9961	0	0	NA	NA	NA
0.27	0.941	0.597	2.68	1.7	0.01847	0.11157	0.237491	0.746234	3.64	0.05507	0	0	NA	NA	NA
-0.03	0.275	0.143	1.21	0.63	0.24755	0.53964	0.596943	0.91565	0.73	0.49903	0	0	NA	NA	NA
0.21	0.204	0.046	0.61	0.14	0.55335	0.89352	0.815425	0.985493	0.21	0.80988	0	0	NA	NA	NA
0.46	0.588	0.749	1.18	1.51	0.25776	0.15566	0.605385	0.767008	1.22	0.32639	0	0	NA	NA	NA
0	0.216	-0.001	1.62	-0.01	0.12972	0.99409	0.469438	0.999327	1.9	0.1885	0	0	NA	NA	NA
0.08	0.455	0.1	2.36	0.52	0.03422	0.61434	0.287877	0.933109	3.24	0.0714	0	0	NA	NA	NA
0.03	0.232	0.34	0.86	1.27	0.40363	0.22653	0.720732	0.801162	0.82	0.46064	0	0	NA	NA	NA
0.12	0.125	0.121	1.12	1.09	0.28186	0.29636	0.627137	0.836243	0.78	0.4763	0	0	NA	NA	NA
0	0.025	-0.027	0.18	-0.2	0.85907	0.84442	0.954433	0.977159	0.08	0.92193	0	0	NA	NA	NA
0.02	-0.061	-0.123	-0.32	-0.65	0.75289	0.52731	0.913806	0.913555	0.21	0.8118	0	0	NA	NA	NA
0.06	-0.147	-0.14	-1	-0.96	0.33307	0.35562	0.668762	0.858218	0.62	0.55296	0	0	NA	NA	NA
0.23	0.01	-0.451	0.07	-3.18	0.94639	0.00703	0.984131	0.565224	7.51	0.00659	0	0	NA	NA	NA
-0.02	-0.138	-0.085	-1.51	-0.93	0.15412	0.37036	0.499761	0.863747	1.15	0.34694	0	0	NA	NA	NA
-0.21	-0.014	-0.028	-0.12	-0.25	0.90415	0.80364	0.969112	0.970205	0.03	0.96818	0	0	NA	NA	NA
0.18	-0.005	-0.062	-0.03	-0.38	0.9767	0.71252	0.993818	0.955197	0.09	0.91077	0	0	NA	NA	NA
0.09	-0.007	-0.152	-0.06	-1.41	0.95095	0.1825	0.985754	0.77938	1.36	0.28947	0	0	NA	NA	NA
0.1	-0.353	-0.736	-1.6	-3.33	0.13382	0.00528	0.474544	0.546335	5.59	0.01731	0	0	NA	NA	NA
-0.11	-0.954	-0.578	-3.5	-2.12	0.00382	0.05343	0.142162	0.696746	6.14	0.01295	0	0	NA	NA	NA
0.09	0.086	-0.236	0.58	-1.59	0.5704	0.13431	0.823211	0.759282	2.83	0.09471	0	0	NA	NA	NA
-0.01	-0.078	-0.111	-0.62	-0.88	0.54487	0.39468	0.810501	0.874479	0.4	0.67836	0	0	NA	NA	NA
0	-0.182	-0.143	-0.78	-0.61	0.44845	0.54934	0.750762	0.917053	0.33	0.72562	0	0	NA	NA	NA
0.06	-0.154	-0.158	-1.05	-1.08	0.31111	0.29973	0.650984	0.837513	0.73	0.49982	0	0	NA	NA	NA
-0.02	-0.301	-0.241	-2.56	-2.05	0.02331	0.06089	0.255941	0.70261	3.56	0.05764	0	0	NA	NA	NA
0.13	0.049	-0.133	0.35	-0.95	0.73415	0.36147	0.906366	0.860652	1	0.39518	0	0	NA	NA	NA
0.06	0.201	0.172	0.94	0.81	0.36293	0.43461	0.692041	0.889327	0.5	0.61667	0	0	NA	NA	NA
-0.23	-0.01	-0.037	-0.06	-0.22	0.95493	0.82792	0.987177	0.974719	0.03	0.97275	0	0	NA	NA	NA
0.21	-0.232	0.039	-0.68	0.11	0.51095	0.91121	0.790076	0.987063	0.4	0.67747	0	0	NA	NA	NA
0.15	-0.31	0.229	-1.24	0.92	0.23489	0.3748	0.585196	0.865675	2.65	0.10769	0	0	NA	NA	NA
0.13	0.021	-0.068	0.23	-0.74	0.82134	0.47048	0.941025	0.901023	0.58	0.5761	0	0	NA	NA	NA
-0.12	0.289	0.158	0.88	0.48	0.39497	0.63919	0.713672	0.939337	0.39	0.68685	0	0	NA	NA	NA
-0.02	0.533	0.297	1.97	1.09	0.0703	0.29307	0.375522	0.835008	1.94	0.1828	0	0	NA	NA	NA
0.37	0.17	-0.17	0.63	-0.63	0.53813	0.53852	0.806704	0.915556	0.9	0.43082	0	0	NA	NA	NA
0.2	0.12	0.078	0.64	0.42	0.53162	0.68281	0.803446	0.948324	0.21	0.81406	0	0	NA	NA	NA
-0.04	-0.169	-0.042	-1.27	-0.31	0.22722	0.75817	0.578154	0.962809	0.91	0.42582	0	0	NA	NA	NA
-0.23	-0.168	-0.136	-0.47	-0.38	0.64921	0.7114	0.864838	0.95478	0.12	0.88909	0	0	NA	NA	NA
0.08	-0.233	-0.575	-0.6	-1.48	0.55704	0.16125	0.816591	0.770256	1.14	0.35036	0	0	NA	NA	NA
-0.08	0.07	-0.161	0.34	-0.78	0.7408	0.44932	0.909309	0.894193	0.73	0.49864	0	0	NA	NA	NA
0.09	0.207	-0.21	0.81	-0.82	0.43385	0.428	0.740724	0.886549	1.48	0.26185	0	0	NA	NA	NA
2.35	2.943	2.378	5.23	4.23	0.00015	0.00094	0.053853	0.448305	14.95	4e-04	0	0	NA	NA	NA
-0.01	1.124	0.227	4.86	0.98	0.00029	0.34337	0.06182	0.853847	13.94	0.00055	0	0	NA	NA	NA
-0.24	-0.364	-0.224	-2.36	-1.46	0.03431	0.16886	0.287877	0.772431	2.8	0.09694	0	0	NA	NA	NA
-0.02	0.738	0.663	3.02	2.71	0.00963	0.01747	0.195842	0.602655	5.34	0.01989	0	0	NA	NA	NA
0.06	-0.026	-0.028	-0.23	-0.25	0.82077	0.808	0.940873	0.971599	0.04	0.96374	0	0	NA	NA	NA
0.05	-0.023	0.055	-0.21	0.5	0.83672	0.62372	0.946239	0.935546	0.3	0.74628	0	0	NA	NA	NA
0.77	0.305	0.747	0.92	2.25	0.37378	0.04181	0.699848	0.671315	2.62	0.11018	0	0	NA	NA	NA
0.64	0.426	0.075	2.07	0.37	0.05882	0.71994	0.350992	0.956826	2.58	0.11323	0	0	NA	NA	NA
0.05	-0.045	-0.024	-0.3	-0.16	0.77033	0.87669	0.920996	0.982873	0.04	0.95668	0	0	NA	NA	NA
-0.08	0.333	0.281	1.46	1.23	0.16682	0.23877	0.515302	0.807073	1.2	0.33246	0	0	NA	NA	NA
0.16	0.201	-0.036	1.6	-0.28	0.13368	0.7815	0.4745	0.966685	2.27	0.14225	0	0	NA	NA	NA
0.25	0.071	-0.019	0.44	-0.12	0.66911	0.90911	0.875072	0.987063	0.19	0.83015	0	0	NA	NA	NA
0.09	-0.062	-0.084	-0.28	-0.38	0.78204	0.70974	0.925663	0.954076	0.08	0.92725	0	0	NA	NA	NA
-0.12	0.654	0.651	1.5	1.49	0.15784	0.1595	0.504561	0.770032	1.43	0.27297	0	0	NA	NA	NA
-0.25	0.405	0.398	1.14	1.12	0.27616	0.28398	0.622818	0.831273	0.82	0.46341	0	0	NA	NA	NA
-0.11	0.345	0.351	1.64	1.67	0.12472	0.11805	0.463161	0.750675	1.76	0.20964	0	0	NA	NA	NA
0.15	-0.084	-0.082	-0.75	-0.74	0.46506	0.4727	0.761301	0.901468	0.36	0.70594	0	0	NA	NA	NA
-0.01	0.673	0.383	2.44	1.39	0.02959	0.18794	0.275483	0.781813	2.97	0.08589	0	0	NA	NA	NA
-0.17	-0.049	-0.121	-0.31	-0.77	0.76287	0.45743	0.917692	0.896263	0.3	0.74369	0	0	NA	NA	NA
0.08	-0.094	-0.006	-0.81	-0.06	0.43105	0.95611	0.738916	0.994231	0.44	0.65148	0	0	NA	NA	NA
-0.02	0.55	0.596	1.6	1.73	0.13381	0.10674	0.474544	0.74114	1.79	0.20513	0	0	NA	NA	NA
0.02	-0.295	-0.158	-1.62	-0.86	0.12954	0.40299	0.4693	0.878341	1.31	0.30329	0	0	NA	NA	NA
0.01	0.068	-0.08	0.33	-0.38	0.74882	0.70663	0.912495	0.953656	0.29	0.75628	0	0	NA	NA	NA
0.04	0.07	0.024	0.52	0.18	0.61253	0.86135	0.845048	0.980097	0.14	0.86785	0	0	NA	NA	NA
0.12	0.25	0.219	1.86	1.64	0.08455	0.1246	0.40006	0.755207	2	0.17391	0	0	NA	NA	NA
0.2	-0.333	-0.335	-2.08	-2.09	0.05719	0.0561	0.347092	0.699186	2.8	0.09658	0	0	NA	NA	NA
0.22	0.25	0.125	1.75	0.88	0.10389	0.39635	0.435652	0.875736	1.53	0.25225	0	0	NA	NA	NA
0.14	0.139	-0.025	0.98	-0.18	0.34614	0.86224	0.678861	0.980176	0.85	0.44881	0	0	NA	NA	NA
-0.16	-0.281	-0.355	-1.27	-1.6	0.22585	0.13313	0.576586	0.759135	1.38	0.28424	0	0	NA	NA	NA
0.16	-0.159	0.002	-0.89	0.01	0.38745	0.99078	0.708228	0.999143	0.59	0.57029	0	0	NA	NA	NA
-0.07	0.12	-0.02	0.7	-0.12	0.49469	0.91001	0.780017	0.987063	0.43	0.65851	0	0	NA	NA	NA
0.07	0.173	0.002	0.55	0.01	0.59425	0.99412	0.835614	0.999327	0.21	0.8115	0	0	NA	NA	NA
0.07	-0.153	-0.142	-1.1	-1.02	0.28893	0.32569	0.633062	0.846708	0.73	0.50035	0	0	NA	NA	NA
-0.29	0.565	0.241	2.69	1.15	0.01833	0.27201	0.236445	0.824108	3.7	0.05281	0	0	NA	NA	NA
-0.33	-0.804	-0.507	-3.55	-2.24	0.00347	0.04318	0.13707	0.672576	6.34	0.01167	0	0	NA	NA	NA
-0.15	0.089	0.372	0.37	1.56	0.71483	0.14178	0.897322	0.760403	1.4	0.28145	0	0	NA	NA	NA
0.04	-0.066	-0.095	-0.72	-1.04	0.48177	0.31484	0.771265	0.842414	0.56	0.58386	0	0	NA	NA	NA
0.12	0.106	-0.141	0.54	-0.71	0.59915	0.4879	0.838496	0.905667	0.89	0.43509	0	0	NA	NA	NA
0.42	0.705	0.455	2.85	1.84	0.01354	0.08882	0.21654	0.726289	4.1	0.04117	0	0	NA	NA	NA
-0.05	-0.277	-0.2	-2.07	-1.49	0.05884	0.15841	0.350992	0.768531	2.22	0.14705	0	0	NA	NA	NA
-0.1	-0.418	-0.486	-1.62	-1.89	0.12777	0.08069	0.466515	0.725507	2.03	0.17069	0	0	NA	NA	NA
-0.19	-0.346	-0.312	-1.46	-1.32	0.16647	0.20866	0.515106	0.793738	1.26	0.31591	0	0	NA	NA	NA
-0.15	0.175	-0.21	0.43	-0.51	0.67576	0.61604	0.877988	0.933574	0.5	0.61784	0	0	NA	NA	NA
-0.26	0.053	0.087	0.22	0.36	0.83001	0.72712	0.943609	0.957453	0.06	0.93844	0	0	NA	NA	NA
0.15	0.019	-0.068	0.18	-0.65	0.85815	0.52496	0.954199	0.913555	0.43	0.66054	0	0	NA	NA	NA
0.19	-0.125	-0.12	-0.74	-0.7	0.47475	0.49385	0.767159	0.906241	0.33	0.72227	0	0	NA	NA	NA
0.16	0.156	-0.061	1.39	-0.54	0.18797	0.59713	0.538509	0.929875	2.21	0.14848	0	0	NA	NA	NA
0.27	0.208	0.15	1.58	1.14	0.13797	0.27389	0.479657	0.825681	1.3	0.30598	0	0	NA	NA	NA
-0.05	0.175	0.009	1.23	0.07	0.24089	0.948	0.590525	0.992933	1.03	0.38464	0	0	NA	NA	NA
-0.03	0.006	-0.012	0.07	-0.13	0.94655	0.89553	0.984197	0.985493	0.02	0.97664	0	0	NA	NA	NA
-0.05	-0.165	-0.047	-1.38	-0.39	0.19025	0.70142	0.540965	0.952229	1.05	0.37579	0	0	NA	NA	NA
-0.06	-0.019	-0.077	-0.17	-0.71	0.86615	0.49041	0.956662	0.906238	0.29	0.75487	0	0	NA	NA	NA
-0.28	0.008	-0.13	0.03	-0.46	0.97815	0.65139	0.994375	0.942191	0.17	0.84922	0	0	NA	NA	NA
0.1	-0.02	-0.038	-0.26	-0.5	0.79652	0.62753	0.931327	0.936329	0.12	0.88486	0	0	NA	NA	NA
-0.6	-0.495	-0.465	-2.57	-2.41	0.02303	0.03115	0.255091	0.649324	4	0.04374	0	0	NA	NA	NA
0.08	0.022	-0.029	0.21	-0.27	0.83655	0.79113	0.946231	0.96754	0.13	0.87875	0	0	NA	NA	NA
-0.21	0.016	0.121	0.07	0.57	0.94292	0.57842	0.982983	0.925879	0.21	0.81707	0	0	NA	NA	NA
-0.31	-0.506	-0.233	-1.63	-0.75	0.12582	0.46395	0.464388	0.898933	1.35	0.29229	0	0	NA	NA	NA
-0.3	-0.38	0.161	-1.5	0.64	0.15717	0.53514	0.503917	0.914694	2.69	0.1048	0	0	NA	NA	NA
0.16	-0.331	-0.302	-2.05	-1.87	0.06061	0.08322	0.355416	0.725507	2.49	0.12054	0	0	NA	NA	NA
0.23	-1.027	-0.149	-1.97	-0.29	0.07043	0.77997	0.375768	0.966385	2.41	0.12829	0	0	NA	NA	NA
0.04	0.117	0.184	0.86	1.35	0.40695	0.19963	0.723219	0.789372	0.92	0.42277	0	0	NA	NA	NA
-0.13	-0.23	0.104	-0.9	0.41	0.38364	0.69111	0.705042	0.949837	1	0.39382	0	0	NA	NA	NA
0.01	-0.345	-0.116	-2.74	-0.92	0.01657	0.37523	0.229798	0.866032	4.02	0.04312	0	0	NA	NA	NA
0.02	0.056	-0.056	0.63	-0.62	0.54138	0.54287	0.808384	0.916132	0.88	0.43731	0	0	NA	NA	NA
-0.04	-0.026	0.006	-0.28	0.06	0.78469	0.95315	0.926913	0.99371	0.07	0.93069	0	0	NA	NA	NA
-0.1	-0.019	-0.002	-0.18	-0.02	0.85809	0.98266	0.954199	0.997748	0.02	0.97911	0	0	NA	NA	NA
0.07	0.038	0.011	0.44	0.12	0.66943	0.90298	0.875161	0.986324	0.11	0.90069	0	0	NA	NA	NA
0.11	-0.16	0.127	-0.42	0.34	0.67798	0.74225	0.879164	0.960634	0.33	0.72711	0	0	NA	NA	NA
-0.1	-0.336	-0.152	-2.23	-1.01	0.04377	0.33085	0.314198	0.84806	2.52	0.11814	0	0	NA	NA	NA
0.03	-0.095	-0.078	-1.13	-0.93	0.27921	0.37078	0.625283	0.863952	0.7	0.5134	0	0	NA	NA	NA
